,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,rsi_7,rsi_14,rsi_21,k_14,k_21,volume_change,vwap_change
2021,0.15522546,0.12920651,0.10649565,0.06630479,0.06821524,0.072670475,0.055719286,0.07626198,0.021123027,0.0018278764,0.02693589,0.060183827,0.04594816,0.06151112,0.052364837
2022,0.12687604,0.1561717,0.11424894,0.08155413,0.03569709,0.07971283,0.073243506,0.032082707,0.013515475,0.027532851,0.017778939,0.07244203,0.029536018,0.088993736,0.05061776
