date,t,cp_location,cp_location_norm,cp_score
2004-08-13,126,9.903670600233029e-307,1.0,nan
2004-08-16,127,62.03601903001287,0.5155871505554533,0.971180887316284
2004-08-17,128,72.9639722970871,0.43679387065803893,0.9901065747728955
2004-08-18,129,49.219371389145294,0.6331795921496405,0.973453528980283
2004-08-19,130,72.96865618240233,0.4526297128380768,0.9915569786365883
2004-08-20,131,72.96906155299719,0.46056300354764135,0.9915610187870244
2004-08-23,132,72.98381956950924,0.46838238436897434,0.983372770105696
2004-08-24,133,72.95474082165819,0.4765496760185858,0.9804328033314273
2004-08-25,134,72.99737964942967,0.48414778056008195,0.978711089584156
2004-08-26,135,72.97080685464257,0.4922951836933129,0.9742130619781978
2004-08-27,136,72.97110349670123,0.500229337327768,0.9795835564185584
2004-08-30,137,72.96137259769871,0.5082430746214388,0.9842228572033243
2004-08-31,138,72.96781947195177,0.5161284168892717,0.9876590530093319
2004-09-01,139,72.96981337615404,0.5240491001892537,0.9825526143130145
2004-09-02,140,72.97306681526734,0.5319597871804179,0.9855818629488927
2004-09-03,141,72.96419756771101,0.5399666859705475,0.9865221748415893
2004-09-06,142,72.96557356884924,0.5478922732631013,0.9832856197721801
2004-09-07,143,72.98912611430654,0.5556418562356623,0.987895395496958
2004-09-08,144,62.03478275770489,0.6505175971610723,0.9380893747689883
2004-09-09,145,94.9537943691689,0.39719210818119915,0.8798591826970761
2004-09-10,146,72.9898317672316,0.579445779625146,0.9764597523841817
2004-09-13,147,72.9811952111385,0.587450831657631,0.9821212672243036
2004-09-15,148,72.97992437795668,0.5953974255717724,0.9388888730272889
2004-09-16,149,82.97652688470984,0.5239958183753187,0.820013580502579
2004-09-17,150,82.97356935532973,0.5319557987672243,0.8247558323509796
2004-09-20,151,72.9657954084154,0.6193190840601952,0.9450156573529855
2004-09-21,152,72.98279363027252,0.6271206854740276,0.9345560756210654
2004-09-22,153,72.95771562771819,0.6352562251768398,0.9481005018281277
2004-09-23,154,82.98279622586915,0.5636286013819909,0.8195631378910744
2004-09-24,155,82.98315449104808,0.5715622659440628,0.8167665752196165
2004-09-27,156,46.99748775016897,0.8650993035700876,0.9126383158753814
2004-09-28,157,94.98147038692416,0.4922105524847289,0.7792617082421202
2004-09-29,158,46.715397665224025,0.8832111296410791,0.9326462362875387
2004-09-30,159,33.000629787937854,0.9999950016830329,0.9091070473644058
2004-10-01,160,72.74416417852626,0.6925066335037598,0.9306437131715064
2004-10-04,161,94.98771809716052,0.5239069992288847,0.7002346394430671
2004-10-05,162,72.70716676835202,0.7086732796162538,0.8946452025589203
2004-10-06,163,94.9823377593178,0.5398227161958905,0.6745628030700022
2004-10-07,164,72.98963112341022,0.7223045148935697,0.8965538958171183
2004-10-08,165,94.98649478194132,0.5556627398258626,0.6892711908416441
2004-10-11,166,82.98207702484916,0.6588724045646892,0.7902782644163098
2004-10-12,167,72.98912529680848,0.7461180531999327,0.8877638454156377
2004-10-13,168,94.99146757176602,0.579432797049476,0.6276950035393847
2004-10-14,169,72.98211289938381,0.7620467230207635,0.8193537282749853
2004-10-15,170,113.98957398146618,0.4445271906232843,0.6742230481030596
2004-10-18,171,113.67025643331198,0.45499796481498433,0.6265614430732666
2004-10-19,172,113.65704954389695,0.4630392893341512,0.6244096752732626
2004-10-20,173,113.99569353231892,0.46828814656889745,0.6470516668403876
2004-10-21,174,113.71928682199167,0.47841835855562165,0.5859084760162856
2004-10-22,175,113.9919250222969,0.4841910712516119,0.6764328351220384
2004-10-25,176,117.92156334144444,0.4609399734805997,0.7207306343072835
2004-10-26,177,113.98752218048983,0.5000990303135727,0.6652533548166645
2004-10-27,178,113.98647340621277,0.5080438618554542,0.6469096905102598
2004-10-28,179,113.98524381642746,0.515990128441052,0.6691152321647131
2004-10-29,180,113.98718370251562,0.5239112404562252,0.6812344979012757
2004-11-01,181,113.98592519987162,0.5318577365089554,0.6973198209517193
2004-11-02,182,113.98960841282513,0.5397650125966259,0.6703775822207834
2004-11-03,183,113.98629826238891,0.547727791568342,0.6823518564604686
2004-11-04,184,113.98405915437955,0.5556820702033369,0.7045527304567202
2004-11-05,185,113.99117686085417,0.5635620884059193,0.705776924854846
2004-11-08,186,113.97913565127286,0.5715941614978345,0.7191875850810658
2004-11-09,187,113.99259292316893,0.5794238656891355,0.683589302563332
2004-11-10,188,113.99215159236617,0.5873638762510621,0.6600798146962235
2004-11-11,189,113.9900865969519,0.5953167730400643,0.6642891482327522
2004-11-12,190,128.70725851622714,0.4864503292362925,0.5154036399845614
2004-11-15,191,128.99908516333477,0.4920707526719463,0.5608677531732753
2004-11-16,192,128.73063869552215,0.5021377881307766,0.521842290486939
2004-11-17,193,128.69007831876397,0.5103962038193336,0.5141164851716646
2004-11-18,194,128.66746144882302,0.5185122107236269,0.5137878651116551
2004-11-19,195,128.67580012878722,0.526382538660419,0.5102896844193188
2004-11-22,196,136.76212804003524,0.4701418409521013,0.6853903133239824
2004-11-23,197,136.8626532320436,0.4772805299044158,0.6704209246752068
2004-11-24,198,136.87260015922362,0.4851380939744157,0.6731867527204078
2004-11-25,199,136.95889898003415,0.4923896906346496,0.6627278665174207
2004-11-26,200,136.89372229120517,0.500843473879324,0.6643034827916056
2004-11-29,201,136.82669704655535,0.5093119282019416,0.6667236152161966
2004-11-30,202,136.87463033303288,0.5168680132298977,0.6684425101450882
2004-12-01,203,137.01874276233752,0.5236607717274799,0.6715581944492098
2004-12-02,204,137.0004124971712,0.5317427579589588,0.6750493107493583
2004-12-03,205,137.04081389180004,0.5393586199063489,0.6785540644828185
