,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,cp_score_126,cp_rl_126,cp_score_21,cp_rl_21
2016,0.4033597,0.02599031,0.13262495,0.048026714,0.12228993,0.045847237,0.028980779,0.024165653,0.06715102,0.020845624,0.027500669,0.053218648
2017,0.36070758,0.060280014,0.09552995,0.07183648,0.07469311,0.06409164,0.07105137,0.04910957,0.009794974,0.059585493,0.007489879,0.075829946
2018,0.24551487,0.07917133,0.10095974,0.07003168,0.06994003,0.05864323,0.050562244,0.06821042,0.065474674,0.10903685,0.04698484,0.03547798
2019,0.26818815,0.05450956,0.08064757,0.07005095,0.09819731,0.073975444,0.06702896,0.08572156,0.040738612,0.08341931,0.035604026,0.041930128
2020,0.24832836,0.070947886,0.08959476,0.034266375,0.09647253,0.03858641,0.03765047,0.031570353,0.050964084,0.055464227,0.21134064,0.03480454
