,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,rsi_7,rsi_14,rsi_21,k_14,k_21,volume_change,vwap_change
2021,0.21973954,0.06894581,0.024900462,0.06038171,0.0117111,0.39643642,0.018970884,0.015275788,0.024933215,0.004877891,0.0022212768,0.024911722,0.059449412,0.026456313,0.04077119
2022,0.14169899,0.08527241,0.10622294,0.07225178,0.09914366,0.10104863,0.04220589,0.05871152,0.011723893,0.022166595,0.016381538,0.03503397,0.10897687,0.05035809,0.048799485
