,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96
2021,0.038196355,0.17644252,0.15455961,0.123965986,0.11899704,0.14850397,0.12097875,0.11836837
2022,0.2495927,0.12798351,0.15358783,0.14882101,0.057852905,0.059839327,0.08630068,0.11602346
