Date,Settle,Volume
2016-07-23,0.0368589,35.0
2016-07-24,0.0425053,7.0
2016-07-30,0.0395074,0.0
2016-07-31,0.039271,0.0
2016-08-02,0.0322186,0.0
2016-08-03,0.0327303,0.0
2016-08-04,0.033737,0.0
2016-08-05,0.0334339,1.0
2016-08-06,0.0351094,0.0
2016-08-25,0.0284736,0.0
2016-08-29,0.0360456,27.0
2016-08-30,0.0363684,27.0
2016-10-13,0.0222583,3996.0
2016-10-14,0.0224404,92788.0
2016-10-15,0.0186419,55399.0
2016-10-16,0.0170374,72876.0
2016-10-17,0.0195879,1238550.0
2016-10-18,0.0158774,312403.0
2016-10-19,0.0164323,232240.0
2016-10-20,0.0153809,161734.0
2016-10-21,0.0149632,91391.0
2016-10-22,0.0138849,136734.0
2016-10-23,0.0123409,90342.0
2016-10-24,0.0146027,120765.0
2016-10-25,0.0124716,96171.0
2016-10-26,0.0115425,60676.0
2016-10-27,0.011658,92544.0
2016-10-28,0.0109191,42923.0
2016-10-29,0.00952237,66223.0
2016-10-30,0.00963644,82447.0
2016-10-31,0.0111176,31596.0
2016-11-01,0.00926507,70373.0
2016-11-02,0.011163,90771.0
2016-11-03,0.0101954,46275.0
2016-11-04,0.0104632,23365.0
2016-11-05,0.0108391,33291.0
2016-11-06,0.0108551,28903.0
2016-11-07,0.0101303,17359.0
2016-11-08,0.0098956,44818.0
2016-11-09,0.00997894,29835.0
2016-11-10,0.0100626,10818.0
2016-11-11,0.0104019,28552.0
2016-11-12,0.0106543,25408.0
2016-11-13,0.010685,25256.0
2016-11-14,0.0106804,9149.0
2016-11-15,0.00981331,30167.0
2016-11-16,0.0094326,24221.0
2016-11-17,0.00936503,12933.0
2016-11-18,0.00952934,10296.0
2016-11-19,0.00941546,12754.0
2016-11-20,0.00918748,14341.0
2016-11-21,0.00948478,8379.0
2016-11-22,0.00929843,17150.0
2016-11-23,0.010107,23401.0
2016-11-24,0.0101968,27138.0
2016-11-25,0.00968949,11123.0
2016-11-26,0.00970091,10108.0
2016-11-27,0.0096078,15503.0
2016-11-28,0.00952963,8010.0
2016-11-29,0.00973236,8841.0
2016-11-30,0.00945607,17077.0
2016-12-01,0.00951502,12018.0
2016-12-02,0.00932912,24677.0
2016-12-03,0.00917024,25216.0
2016-12-04,0.00926257,9830.0
2016-12-05,0.009268,5695.0
2016-12-06,0.008745,19678.0
2016-12-07,0.009675,8910.0
2016-12-08,0.009736,11855.0
2016-12-09,0.009843,19953.0
2016-12-10,0.010013,5272.0
2016-12-11,0.010859,32902.0
2016-12-12,0.010935,11635.0
2016-12-13,0.010575,10927.0
2016-12-14,0.010741000000000002,6579.0
2016-12-15,0.010214,10806.0
2016-12-16,0.010416,7491.0
2016-12-17,0.009979,12635.0
2016-12-18,0.010053,17732.0
2016-12-19,0.009911,11010.0
2016-12-20,0.009641,22390.0
2016-12-21,0.010039,18582.0
2016-12-22,0.010493,25480.0
2016-12-23,0.010393,45555.0
2016-12-24,0.011060000000000002,47747.0
2016-12-25,0.010874,19963.0
2016-12-26,0.010879,8205.0
2016-12-27,0.010493,35435.0
2016-12-28,0.009834,42828.0
2016-12-29,0.010767,27066.0
2016-12-30,0.0102,8445.0
2016-12-31,0.010115,14325.0
2017-01-01,0.010388,14940.0
2017-01-02,0.010406,16553.0
2017-01-03,0.010454,16900.0
2017-01-04,0.012021,30337.0
2017-01-05,0.010801,31550.0
2017-01-06,0.010055,18519.0
2017-01-07,0.011155,43720.0
2017-01-08,0.011234,23225.0
2017-01-09,0.012042,30083.0
2017-01-10,0.011434,10058.0
2017-01-11,0.010036,31386.0
2017-01-12,0.010381,45587.0
2017-01-13,0.010394,9326.0
2017-01-14,0.010673,5491.0
2017-01-15,0.013442,161106.0
2017-01-16,0.012613,184842.0
2017-01-17,0.013086,75334.0
2017-01-18,0.013783,29599.0
2017-01-19,0.014285,94476.0
2017-01-20,0.013504,106902.0
2017-01-21,0.013961,83087.0
2017-01-22,0.015527,130398.0
2017-01-23,0.017032,274034.0
2017-01-24,0.018131,241294.0
2017-01-25,0.019284,555545.0
2017-01-26,0.018907,346312.0
2017-01-27,0.017295,211038.0
2017-01-28,0.017778,165191.0
2017-01-29,0.020326,184860.0
2017-01-30,0.019393,144380.0
2017-01-31,0.019065,103265.0
2017-02-01,0.018796,106417.0
2017-02-02,0.019138,130579.0
2017-02-03,0.019439,105010.0
2017-02-04,0.017989,145887.0
2017-02-05,0.01885,152229.0
2017-02-06,0.021881,283121.0
2017-02-07,0.021090000000000008,326169.0
2017-02-08,0.020296,115525.0
2017-02-09,0.018136,77901.0
2017-02-10,0.019432,204326.0
2017-02-11,0.019871,230135.0
2017-02-12,0.018936,142684.0
2017-02-13,0.018255,90772.0
2017-02-14,0.017982,150618.0
2017-02-15,0.017433,98003.0
2017-02-16,0.01612,102244.0
2017-02-17,0.016303,94647.0
2017-02-18,0.015605,102750.0
2017-02-19,0.015931,80996.0
2017-02-20,0.015668,57528.0
2017-02-21,0.015668,57528.0
2017-02-22,0.015668,57528.0
2017-02-23,0.015668,57528.0
2017-02-24,0.015008,59267.0
2017-02-25,0.016313,70846.0
2017-02-26,0.016515,73804.0
2017-02-27,0.015457,47129.0
2017-02-28,0.015533,42570.0
2017-03-01,0.014433,107689.0
2017-03-02,0.014299,106487.0
2017-03-03,0.014059,120454.0
2017-03-04,0.015747,69364.0
2017-03-05,0.015877,73774.0
2017-03-06,0.017106,73132.0
2017-03-07,0.017383,119676.0
2017-03-08,0.015922,82349.0
2017-03-09,0.015206000000000003,63458.0
2017-03-10,0.014556,91456.0
2017-03-11,0.016035,79800.0
2017-03-12,0.016319,98830.0
2017-03-13,0.017949,116232.0
2017-03-14,0.017862,117989.0
2017-03-15,0.019161,183745.0
2017-03-16,0.019152,143604.0
2017-03-17,0.016948,144517.0
2017-03-18,0.014994,129512.0
2017-03-19,0.017139,126551.0
2017-03-20,0.019141,138731.0
2017-03-21,0.022941,350849.0
2017-03-22,0.021441,214348.0
2017-03-23,0.020135,117316.0
2017-03-24,0.018854,112999.0
2017-03-25,0.020786,169999.0
2017-03-26,0.021358,268933.0
2017-03-27,0.021241,327710.0
2017-03-28,0.021311,220970.0
2017-03-29,0.021775,159559.0
2017-03-30,0.020267,95092.0
2017-03-31,0.021904,156965.0
2017-04-01,0.022651,87781.0
2017-04-02,0.023583,145560.0
2017-04-03,0.022651999999999995,361618.0
2017-04-04,0.023326,159523.0
2017-04-05,0.022498,118945.0
2017-04-06,0.021396,150999.0
2017-04-07,0.019632,184286.0
2017-04-08,0.021649,99494.0
2017-04-09,0.022069,79623.0
2017-04-10,0.020305,94415.0
2017-04-11,0.022493,162831.0
2017-04-12,0.02343,95293.0
2017-04-13,0.024494,112472.0
2017-04-14,0.023151,64576.0
2017-04-15,0.02477,65428.0
2017-04-16,0.026056,139995.0
2017-04-17,0.025461,197856.0
2017-04-18,0.031654,542870.0
2017-04-19,0.033685,530750.0
2017-04-20,0.030396,291243.0
2017-04-21,0.02891,186332.0
2017-04-22,0.030834,197109.0
2017-04-23,0.03084,165472.0
2017-04-24,0.035417,304532.0
2017-04-25,0.039169,1060600.0
2017-04-26,0.044018,1228650.0
2017-04-27,0.044443,528408.0
2017-04-28,0.045378,317340.0
2017-04-29,0.049959,698395.0
2017-04-30,0.05137,554200.0
2017-05-01,0.04777,871955.0
2017-05-02,0.04715,735102.0
2017-05-03,0.049587,620506.0
2017-05-04,0.0523,500631.0
2017-05-05,0.061377,1404470.0
2017-05-06,0.068129,778354.0
2017-05-07,0.064061,970525.0
2017-05-08,0.072136,979396.0
2017-05-09,0.064268,805355.0
2017-05-10,0.063827,380635.0
2017-05-11,0.062992,334718.0
2017-05-12,0.061041,289225.0
2017-05-13,0.076826,1397510.0
2017-05-14,0.091488,4981420.0
2017-05-15,0.084103,1592250.0
2017-05-16,0.084924,1356780.0
2017-05-17,0.088012,1246590.0
2017-05-18,0.115743,4579460.0
2017-05-19,0.129572,6216210.0
2017-05-20,0.138126,2851500.0
2017-05-21,0.135399,2405030.0
2017-05-22,0.134176,3078910.0
2017-05-23,0.158047,3423760.0
