Date,Settle,Volume
2013-12-15,0.000558776,0.0
2013-12-17,0.000218176,0.0
2013-12-18,0.000267749,0.0
2013-12-19,0.000475099,0.0
2013-12-20,0.000988898,0.0
2013-12-21,0.000437897,0.0
2013-12-22,0.00040512,0.0
2013-12-23,0.000329784,0.0
2013-12-24,0.000711694,0.0
2013-12-25,0.000581665,0.0
2013-12-26,0.000557068,0.0
2013-12-27,0.000543996,408643.0
2013-12-28,0.000532584,478134.0
2013-12-29,0.000411506,316038.0
2013-12-30,0.000439315,327022.0
2013-12-31,0.000439037,307971.0
2014-01-01,0.000430158,307264.0
2014-01-02,0.000350672,284156.0
2014-01-03,0.000316052,329196.0
2014-01-04,0.000283071,277419.0
2014-01-05,0.000271539,266031.0
2014-01-06,0.000253149,263267.0
2014-01-07,0.000230597,217425.0
2014-01-08,0.000208132,162084.0
2014-01-09,0.000248608,310963.0
2014-01-11,0.000362246,566763.0
2014-01-12,0.000361226,988125.0
2014-01-13,0.000330092,285017.0
2014-01-14,0.000287256,407551.0
2014-01-15,0.000349957,609000.0
2014-01-16,0.000415157,1233290.0
2014-01-17,0.000392365,505645.0
2014-01-18,0.000428886,728832.0
2014-01-19,0.00058569,2988120.0
2014-01-20,0.000775166,4130400.0
2014-01-21,0.00182836,15755000.0
2014-01-22,0.00180151,8429050.0
2014-01-23,0.00154185,5292870.0
2014-01-24,0.00166759,5455430.0
2014-01-25,0.00181085,4218540.0
2014-01-26,0.00176971,2999100.0
2014-01-27,0.001627,4380960.0
2014-01-28,0.00134193,2342040.0
2014-01-29,0.00138856,1655470.0
2014-01-30,0.00147485,2315200.0
2014-01-31,0.00153493,1761990.0
2014-02-01,0.00151513,942077.0
2014-02-02,0.00141438,1078910.0
2014-02-03,0.0013343,2666580.0
2014-02-04,0.00112303,2153020.0
2014-02-05,0.00131251,2776340.0
2014-02-06,0.00131023,2558690.0
2014-02-07,0.00112279,1300450.0
2014-02-08,0.00113238,920436.0
2014-02-09,0.00121532,1606290.0
2014-02-10,0.0011935,3879580.0
2014-02-11,0.00161707,5329270.0
2014-02-12,0.00188563,9410190.0
2014-02-13,0.00175899,6483360.0
2014-02-14,0.00161686,6790370.0
2014-02-15,0.00146291,5157380.0
2014-02-16,0.00142968,2040190.0
2014-02-17,0.00138101,2677330.0
2014-02-18,0.00135626,1810460.0
2014-02-19,0.00137966,2543810.0
2014-02-20,0.00124931,2579030.0
2014-02-21,0.00119494,2244760.0
2014-02-22,0.00126595,1357950.0
2014-02-23,0.00120106,2717000.0
2014-02-24,0.00109749,2002070.0
2014-02-25,0.000961442,4562050.0
2014-02-26,0.00112214,2828610.0
2014-02-27,0.00116223,1653380.0
2014-02-28,0.00107782,1520760.0
2014-03-01,0.00106775,1287020.0
2014-03-02,0.00095904,1462920.0
2014-03-03,0.00106144,3500170.0
2014-03-04,0.00109541,3702770.0
2014-03-05,0.00104566,3751760.0
2014-03-06,0.00107251,1201690.0
2014-03-07,0.00101126,1115930.0
2014-03-08,0.000936091,1561350.0
2014-03-09,0.000841285,1392230.0
2014-03-10,0.000874257,1410540.0
2014-03-11,0.000788657,1512960.0
2014-03-12,0.000753436,3095220.0
2014-03-13,0.000921094,4802550.0
2014-03-14,0.000876001,2034310.0
2014-03-15,0.000868323,981617.0
2014-03-16,0.000836688,842284.0
2014-03-17,0.000804792,826392.0
2014-03-18,0.000769584,1440580.0
2014-03-19,0.000788749,1404530.0
2014-03-20,0.000764596,1344220.0
2014-03-21,0.00071964,851266.0
2014-03-22,0.000692668,2159120.0
2014-03-23,0.000683207,721895.0
2014-03-24,0.000699837,1106710.0
2014-03-25,0.000674813,1058880.0
2014-03-26,0.000645324,825569.0
2014-03-27,0.000546422,1466000.0
2014-03-28,0.000529737,2656380.0
2014-03-29,0.000615123,1535000.0
2014-03-30,0.000531038,1425080.0
2014-03-31,0.000502323,1380130.0
2014-04-01,0.000536162256,845770.0
2014-04-02,0.00047689135,1385560.0
2014-04-03,0.00044261137800000004,1151820.0
2014-04-04,0.000466834368,1043010.0
2014-04-05,0.000478770677,473934.0
2014-04-06,0.000465309828,701008.0
2014-04-07,0.000459803,781320.0
2014-04-08,0.000454968438,667073.0
2014-04-09,0.00043579631700000005,440661.0
2014-04-10,0.00032475663,862264.0
2014-04-11,0.000428457426,1096790.0
2014-04-12,0.00041224679999999996,503227.0
2014-04-13,0.000377604045,512104.0
2014-04-14,0.000443904786,1416560.0
2014-04-15,0.000577336863,2503670.0
2014-04-16,0.000703786125,6425170.0
2014-04-17,0.000622944,3792830.0
2014-04-18,0.000588224376,1511350.0
2014-04-19,0.000636970405,1622690.0
2014-04-20,0.000621647125,1089990.0
2014-04-21,0.000605988159,1021950.0
2014-04-22,0.000572126894,301520.9758149096
2014-04-23,0.000565529,382004.4158280931
2014-04-24,0.000568414295,457138.68252094625
2014-04-25,0.000500099303,1530049.6170221034
2014-04-26,0.000471952,461904.2951188775
2014-04-27,0.000446680032,379467.3919673855
2014-04-28,0.0004718736,909066.6637038179
2014-04-29,0.0004920297,689680.7110231462
2014-04-30,0.000502846384,584361.8656440872
2014-05-01,0.000509702256,250601.95504789532
2014-05-02,0.000483386006,260767.7617997225
2014-05-03,0.000455734965,242558.58077730192
2014-05-04,0.000472998088,278299.4587869672
2014-05-05,0.000454820666,267164.90039487527
2014-05-06,0.00044810157,366207.1038400214
2014-05-07,0.000470051,320111.2165348693
2014-05-08,0.000463605098,244134.3656331271
2014-05-09,0.000483292764,338134.6093878274
2014-05-10,0.00048418035,249835.76059145856
2014-05-11,0.000453734632,206683.93185064473
2014-05-12,0.0004479738,270484.63705675007
2014-05-13,0.00045042415,197555.78124773843
2014-05-14,0.000453131634,235677.48778815058
2014-05-15,0.00044425,321964.6433284918
2014-05-16,0.000445165,281078.4940029858
2014-05-17,0.0004458533,137637.59725713806
2014-05-18,0.000439771167,181465.13555834387
2014-05-19,0.00044387,194345.63506468924
2014-05-20,0.000459245865,330817.4287875723
2014-05-21,0.000454557681,352556.6895635557
2014-05-22,0.000428538806,647432.5554078412
2014-05-23,0.00041433525,579951.4388021945
2014-05-24,0.000428948806,293324.400539169
2014-05-25,0.000415644991,604761.786019568
2014-05-26,0.00039414275599999996,388456.33679040516
2014-05-27,0.00038724299999999995,305845.0489462642
2014-05-28,0.0003886562439999999,236380.43389813174
2014-05-29,0.0003900294,166719.15775549872
2014-05-30,0.000347842152,516748.7025180654
2014-05-31,0.00033507,357018.8621577829
2014-06-01,0.000416105105,796888.7790690007
2014-06-02,0.000393846,400827.728220516
2014-06-03,0.000387073614,318497.3447698248
2014-06-04,0.000365474481,284503.5848884298
2014-06-05,0.000361955,226241.29395496895
2014-06-06,0.0003632328,219138.74158918386
2014-06-07,0.000358439565,170187.79832012398
2014-06-08,0.00036394304799999995,143386.70421712165
2014-06-09,0.0003605868,169154.20883310554
2014-06-10,0.000382943453,256310.82857933381
2014-06-11,0.000415824222,596746.1562663943
2014-06-12,0.000362992,371718.1416103813
2014-06-13,0.000374650479,209232.92589891143
