Date,Settle,Volume
2016-04-18,0.642902,20164.0
2016-04-19,0.750496,28196.0
2016-04-20,0.877257,28459.0
2016-04-21,0.664404,40394.0
2016-04-22,0.629159,33244.0
2016-04-23,0.63438,31331.0
2016-04-24,0.585712,13772.0
2016-04-25,0.418159,12227.0
2016-04-26,0.454551,13850.0
2016-04-27,0.433855,14057.0
2016-04-28,0.459538,3498.0
2016-04-29,0.420679,15651.0
2016-04-30,0.413154,2861.0
2016-05-01,0.447928,3926.0
2016-05-02,0.427526,13770.0
2016-05-03,0.439576,19031.0
2016-05-04,0.420021,5144.0
2016-05-05,0.414978,3955.0
2016-05-06,0.3700530567999999,10795.268730612897
2016-05-07,0.325262396,4287.097826307843
2016-05-08,0.29923206016,2841.472775161811
2016-05-09,0.24074565085999997,2735.3081161691834
2016-05-10,0.24766579022,3154.565774747777
2016-05-11,0.24810609551,986.3406397558913
2016-05-12,0.26571751254,2500.7338756442377
2016-05-13,0.32119765059,14846.23973787953
2016-05-14,0.37453734175,2470.7038576929926
2016-05-15,0.36121507952,395.7109813229668
2016-05-16,0.33868603422,711.236148005546
2016-05-17,0.33574689042,423.77969235280216
2016-05-18,0.33549454,1527.93343145737
2016-05-19,0.34772183809,2467.2767582565803
2016-05-20,0.41979359999999993,3806.9143634132183
2016-05-21,0.42098965,3889.945397605668
2016-05-22,0.41723695275,7519.968457831531
2016-05-23,0.44317499999999993,2794.6064347804395
2016-05-24,0.49034589999999983,13514.141960707924
2016-05-25,0.569581362,4722.652024877297
2016-05-26,0.72143388,18239.056377821104
2016-05-27,0.46448623143999984,13887.881598135004
2016-05-28,0.47737655855,3444.310263549466
2016-05-29,0.44593564624,2393.7119302282017
2016-05-30,0.47921495472,2262.375208203435
2016-05-31,0.43042904186,9273.492852683341
2016-06-01,0.3990382368,2287.3662813552096
2016-06-02,0.40949076672,1382.6422719094724
2016-06-03,0.3633496501599999,4579.231022272435
2016-06-04,0.43034544195999996,5075.134880117277
2016-06-05,0.367342294,5052.389609051755
2016-06-06,0.36287766704000013,1297.4096651888296
2016-06-07,0.34231653599999995,2534.9071672586524
2016-06-08,0.36751212600000005,6905.214404303798
2016-06-09,0.39276120786,7077.191925892442
2016-06-10,0.3692572125,6175.915412190232
2016-06-11,0.3785882472,2343.1251842334077
2016-06-12,0.3784055751,5066.227590741488
2016-06-13,0.38771054400000005,4450.748098676348
2016-06-14,0.38412192,941.5328930086952
2016-06-15,0.38898353424000004,1603.4463023308338
2016-06-16,0.39875264059,3339.2297744459433
2016-06-17,0.31093394310000017,10040.125697677806
2016-06-18,0.30272080000000007,756.8491304015563
2016-06-19,0.33351371946,3459.4822154516705
2016-06-20,0.301017408,3321.778241085824
2016-06-21,0.19949490000000006,1137.7613686470406
2016-06-22,0.17969932200000002,963.9451334195655
2016-06-23,0.2804413499999999,4881.21510537841
2016-06-24,0.24021233651999999,3381.1078822995173
2016-06-25,0.22489417434,4422.893539151812
2016-06-26,0.19516037671999997,3186.6127426472804
2016-06-27,0.20421450000000005,1904.3438975675567
2016-06-28,0.23433181361000002,3280.2431163259216
2016-06-29,0.21910622000999996,2218.6485208160534
2016-06-30,0.23085456767999998,2337.611159936424
2016-07-01,0.23719849999999998,5739.93340721897
2016-07-02,0.21830287453000002,4191.96560281185
2016-07-03,0.23931808754000003,8590.636864860477
2016-07-04,0.23102709720000003,15794.564917280119
2016-07-05,0.25031669971,14245.83497761756
2016-07-06,0.25234084027,8865.52522728862
2016-07-07,0.2930244008,38125.70389795802
2016-07-08,0.34903222823,23901.609933487638
2016-07-09,0.53616860528,57425.3279773391
2016-07-10,0.56218949808,114594.79203553361
2016-07-11,0.9541329,182290.38452348602
2016-07-12,2.7508867999999995,1285616.834884931
2016-07-13,4.105125065499999,2313217.395744065
2016-07-14,3.6795634396800003,1311557.7239096
2016-07-15,3.7136882252400016,1323721.2935318344
2016-07-16,3.3174651899400005,904364.9412172487
2016-07-17,3.26813222361,593811.959569758
2016-07-18,2.530488749999999,416671.0233231932
2016-07-19,4.20570672525,1957150.3637712281
2016-07-20,4.32726655893,1257381.465323831
2016-07-21,3.4598824000000006,313222.6339944112
2016-07-22,3.3661352999999994,282695.2882405338
2016-07-23,3.38853691,284576.623668733
2016-07-24,3.518742084499991,98128.23851466925
2016-07-25,3.272578454829999,207297.40190650814
2016-07-26,2.800633000000001,222505.10313471686
2016-07-27,2.7536166,159963.0109708487
2016-07-28,2.634058256,73104.6638544858
2016-07-29,2.1363811468799994,135651.79250460473
2016-07-30,2.40616139694,99458.34813165423
2016-07-31,2.30156739,51171.34981026325
2016-08-01,2.060906354000001,133926.25589071735
2016-08-02,2.0674995968,271239.1108792796
2016-08-03,2.1087997653144455,291511.832339469
2016-08-04,2.0579219888558566,194455.13335603182
2016-08-05,2.035070476852422,224080.22253539573
2016-08-06,2.036786739302467,202953.4671666254
2016-08-07,2.1170332442178728,373049.2791933936
2016-08-08,1.9902575404971516,215226.18019127758
2016-08-09,1.7690043793037058,340917.2619757228
2016-08-10,1.5351357065820113,269867.2505868647
2016-08-11,1.6325500428919228,312941.0675955011
2016-08-12,1.629538953403408,312363.8763704822
2016-08-13,1.5488388749999997,344784.6771907955
2016-08-14,1.4697797157896324,166604.57086200942
2016-08-15,1.470630884180624,204124.78943753857
2016-08-16,1.3695037104169223,172217.47764296242
2016-08-17,1.521924261513577,502213.2499358282
2016-08-18,1.4772053911636458,201904.21369595113
2016-08-19,1.4765438057873381,236041.86867239923
2016-08-20,1.4386444245014354,123614.67274030224
2016-08-21,1.4172883931446714,186652.8311621223
2016-08-22,1.3306664806791464,175576.90313403792
2016-08-23,1.13871393217585,247959.84659247682
2016-08-24,1.1271322121015164,184666.95135854668
2016-08-25,0.9751722425005943,223261.80725780543
2016-08-26,0.9333022256442186,246269.1150970962
2016-08-27,0.8760703575402413,197081.68646430236
2016-08-28,0.7880575928288642,136784.75782695084
2016-08-29,1.0432607346047411,691422.7509354452
2016-08-30,0.9357192648887247,359694.55056752096
2016-08-31,0.9053115351163742,136604.3743225007
2016-09-01,0.8017275075228725,171735.18232870282
2016-09-02,0.8125137814348103,202042.58674143275
