,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,rsi_7,rsi_14,rsi_21,k_14,k_21,volume_change,vwap_change
2021,0.020655764,0.015941683,0.32894132,0.02901426,0.13114993,0.042733997,0.07501132,0.023710705,0.042892843,0.074529186,0.02745634,0.025651384,0.026616914,0.07849402,0.057205133
2022,0.1552377,0.117324516,0.11173392,0.067923285,0.047893517,0.055061165,0.052091245,0.10575761,0.019193107,0.033209167,0.06415204,0.055784266,0.029554,0.048423555,0.036641598
