,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96
2021,0.31525028,0.07232112,0.10219782,0.057592146,0.13802353,0.15149944,0.06459371,0.098507114
2022,0.104188964,0.12560128,0.14405496,0.18242504,0.15799485,0.13051096,0.048596125,0.106618784
