,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,cp_score_126,cp_rl_126,cp_score_21,cp_rl_21
2016,0.30333966,0.056245677,0.08008745,0.04920564,0.06900939,0.09627251,0.047969103,0.050950974,0.07208687,0.03392796,0.05766472,0.08324066
2017,0.43300456,0.010590671,0.08960723,0.026444511,0.09587008,0.11368707,0.039535392,0.063272215,0.02459232,0.015851498,0.03422483,0.053296264
2018,0.24068919,0.10500073,0.08712007,0.09340305,0.093068734,0.08268631,0.028482823,0.044355292,0.024785558,0.08312484,0.06548149,0.051801898
2019,0.39140168,0.07158539,0.07621498,0.07945375,0.089963324,0.051731374,0.026815569,0.07301102,0.020323386,0.025539061,0.04890506,0.04505874
2020,0.32580128,0.082395785,0.05342519,0.041254357,0.092865646,0.0741236,0.04084723,0.018982152,0.047914844,0.038976036,0.1209964,0.062434103
