date,t,cp_location,cp_location_norm,cp_score
2018-01-01,30,14.014674356714899,0.5328441881095034,0.9668523523138651
2018-01-02,31,18.101479188256274,0.4299506937247909,0.9737438617877143
2018-01-03,32,18.09929231431409,0.46335692285619695,0.9521579211729871
2018-01-04,33,18.0425783099599,0.49858072300133666,0.873807463335244
2018-01-05,34,18.007586014448087,0.5330804661850638,0.9684129645063797
2018-01-06,35,28.001648178875826,0.23327839403747247,0.76981157812017
2018-01-07,36,28.00389729948616,0.26653675668379473,0.7375444523072467
2018-01-08,37,28.004683146024437,0.29984389513251875,0.6703366630487027
2018-01-09,38,28.30699106911758,0.3231002976960807,0.5999462811392362
2018-01-10,39,28.001277724998193,0.36662407583339357,0.6351016542901838
2018-01-11,40,28.006303552001913,0.3997898815999362,0.6517130587086541
2018-01-12,41,28.021305734964127,0.43262314216786246,0.698544526082088
2018-01-13,42,28.01125640499439,0.4662914531668536,0.6563267348330237
2018-01-14,43,28.018304160226243,0.4993898613257919,0.6161381508186574
2018-01-15,44,25.07592074205941,0.630802641931353,0.6700665641429459
2018-01-16,45,28.012969437061287,0.5662343520979571,0.681587719920591
2018-01-17,46,28.01658595233097,0.599447134922301,0.6849557900557612
2018-01-18,47,33.344172699726656,0.4551942433424448,0.5354695711507034
2018-01-19,48,33.285920388230494,0.4904693203923169,0.5133198383915074
2018-01-20,49,39.00923056357271,0.33302564788090977,0.5632799005092561
2018-01-21,50,39.88325793878856,0.33722473537371467,0.5967494199160895
2018-01-22,51,36.733312757824336,0.47555624140585545,0.6628201722789053
2018-01-23,52,36.802496287346145,0.5065834570884619,0.6729906492495212
2018-01-24,53,36.651766429416575,0.5449411190194475,0.645384961331898
2018-01-25,54,36.498409020467655,0.5833863659844115,0.6377956708138535
2018-01-26,55,36.3274405316632,0.62241864894456,0.633211715240379
2018-01-27,56,41.971652288206116,0.4676115903931295,0.7536773091243887
2018-01-28,57,41.97306589454403,0.5008978035151991,0.7523740767915643
2018-01-29,58,41.996001561127606,0.5334666146290797,0.6909754651100849
2018-01-30,59,41.97414885410841,0.5675283715297198,0.7973553661611599
2018-01-31,60,45.99687077571353,0.46677097414288227,0.9640398988204343
2018-02-01,61,51.30872210112541,0.32304259662915297,0.9263598483225316
2018-02-02,62,45.996085003183815,0.5334638332272061,0.9390590763189625
2018-02-03,63,45.96893488409178,0.5677021705302739,0.9623977542682634
2018-02-04,64,45.96653061798645,0.6011156460671183,0.9735902200400504
2018-02-05,65,45.99311188748479,0.6335629370838405,0.9509733952845593
2018-02-06,66,45.98845889032732,0.6670513703224226,0.8884873828257979
2018-02-07,67,45.96987821003723,0.7010040596654257,0.8596183680292218
2018-02-08,68,45.98016656562966,0.7339944478123447,0.9090981925703062
2018-02-09,69,45.97537528944251,0.7674874903519163,0.8357421218320246
2018-02-10,70,53.925329809833954,0.5358223396722015,0.8643615896210763
2018-02-11,71,52.72444749889915,0.6091850833700282,0.878834530075482
2018-02-12,72,65.04609352736246,0.23179688242125138,0.8520925672899092
2018-02-13,73,65.09588414026037,0.26347052865798776,0.8966097144927768
2018-02-14,74,68.15720248347542,0.19475991721748614,0.8528860732080775
2018-02-15,75,68.73573591898825,0.2088088027003915,0.834300307828022
2018-02-16,76,58.514787204927465,0.5828404265024179,0.9397593203228285
2018-02-17,77,58.494755901818586,0.6168414699393805,0.8903757352588161
2018-02-18,78,58.66045515390043,0.6446514948699857,0.8198852479383227
2018-02-19,79,68.99845011021259,0.3333849963262471,0.716474736294705
2018-02-20,80,66.86480920799457,0.4378396930668477,0.8846444709504041
2018-02-21,81,56.05673729784589,0.8314420900718036,0.903191452954248
2018-02-22,82,64.90547807321543,0.5698173975594856,0.8595765850480479
2018-02-23,83,68.49967968052914,0.48334401064902865,0.5697993497239948
2018-02-24,84,68.11196556166384,0.5296011479445387,0.6679538152196842
2018-02-25,85,74.98711343048768,0.3337628856504106,0.6805798192740471
2018-02-26,86,74.12648372467095,0.39578387584430175,0.7124918968109587
2018-02-27,87,75.83652835858744,0.37211572138041854,0.8211104338503291
2018-02-28,88,85.56376736987738,0.08120775433742058,0.9773845085821616
2018-03-01,89,75.64354769704039,0.44521507676532035,0.8659239515543032
2018-03-02,90,75.38579462588157,0.4871401791372809,0.9105847329969888
2018-03-03,91,75.33689268712739,0.5221035770957537,0.9099985721969064
2018-03-04,92,75.1679535952914,0.5610682134902869,0.9324739696650716
2018-03-05,93,75.15086759199008,0.5949710802669974,0.9317073299977051
2018-03-06,94,75.05832673240198,0.631389108919934,0.9415529089481096
2018-03-07,95,74.86832520929089,0.6710558263569705,0.9614347631360908
2018-03-08,96,75.01387691157257,0.6995374362809145,0.9647560723729811
2018-03-09,97,84.99823651627165,0.40005878279094514,0.9928660367152053
2018-03-10,98,84.99827990234019,0.43339066992199377,0.9946728439653779
2018-03-11,99,84.9983387968857,0.46672204010380985,0.9974796377634192
2018-03-12,100,84.99889541312797,0.5000368195624011,0.9965114541843619
2018-03-13,101,84.9791657033977,0.5340278098867434,0.973647952276133
2018-03-14,102,84.01284575072224,0.5995718083092588,0.9978509036770323
2018-03-15,103,84.99901039131974,0.6000329869560086,0.9974583609868374
2018-03-16,104,84.95669679312715,0.6347767735624283,0.946085452787719
2018-03-17,105,84.96598079011741,0.6678006403294195,0.9484981983180039
2018-03-18,106,84.97408377416197,0.700863874194601,0.9635621208782724
2018-03-19,107,84.99878592532815,0.7333738024890617,0.9783621367674222
2018-03-20,108,84.95465010179859,0.768178329940047,0.8992525110736497
