,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,cp_score_126,cp_rl_126,cp_score_21,cp_rl_21
2016,0.40982997,0.056036774,0.10512067,0.07280375,0.07298051,0.061949383,0.05213717,0.039015137,0.009949587,0.07575036,0.017737672,0.026692657
2017,0.40152,0.056521177,0.0807332,0.05454435,0.066537224,0.0443385,0.033080257,0.041080985,0.04693717,0.07283143,0.038486745,0.06337641
2018,0.31003544,0.07853782,0.073537625,0.05895154,0.062817134,0.063271865,0.06412818,0.065347515,0.010387407,0.085986495,0.039613523,0.08738958
2019,0.3479839,0.032763876,0.073488615,0.057131726,0.09221605,0.10466139,0.04044691,0.0730537,0.052874684,0.0545039,0.02505249,0.045819484
2020,0.28188154,0.05220457,0.09338838,0.053355504,0.099078245,0.09868522,0.055929177,0.069526024,0.022235366,0.084747255,0.04959295,0.03938937
