,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,cp_score_126,cp_rl_126,cp_score_21,cp_rl_21
2016,0.31358364,0.05571925,0.115248695,0.049461253,0.107635155,0.11401335,0.038521193,0.02508741,0.061168592,0.04283567,0.03193077,0.044814844
2017,0.3143669,0.08207287,0.09374628,0.042291526,0.08742238,0.09481697,0.059530623,0.04659601,0.03598159,0.087427594,0.015006542,0.04072952
2018,0.33503857,0.037586242,0.096295424,0.081348576,0.09973605,0.08686488,0.04161981,0.061769556,0.033750437,0.04182363,0.0073253536,0.076837294
2019,0.2917621,0.0298122,0.08499308,0.047478374,0.08001752,0.09319704,0.062459018,0.062773585,0.01646176,0.11585315,0.028856993,0.0863291
2020,0.28855243,0.04334679,0.072788686,0.040174507,0.13415913,0.060047586,0.071884215,0.05490957,0.034625337,0.057698753,0.09388945,0.047931068
