,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,rsi_7,rsi_14,rsi_21,k_14,k_21,volume_change,vwap_change
2021,0.2419386,0.1309119,0.05982193,0.08323003,0.083208054,0.0774388,0.010602375,0.04226813,0.02080379,0.026613776,0.04122808,0.038855206,0.054525897,0.026591888,0.06195454
2022,0.18384023,0.08098059,0.096677944,0.08204738,0.07845291,0.042957295,0.11053491,0.08200132,0.02575025,0.027508391,0.042651895,0.042738568,0.030434042,0.030935831,0.042494554
