,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,cp_score_126,cp_rl_126,cp_score_21,cp_rl_21,rsi_7,rsi_14,rsi_21,k_14,k_21
2016,0.343429,0.080333196,0.06592755,0.034622062,0.041458327,0.01028021,0.010084316,0.028058851,0.016893098,0.00943344,0.010616417,0.026379786,0.085731275,0.031325422,0.03760929,0.0915218,0.07629451
2017,0.23761843,0.04780804,0.059662245,0.050042264,0.06446304,0.028196726,0.027177261,0.029337097,0.030695215,0.030814381,0.018959187,0.0386345,0.05717968,0.06436183,0.053875715,0.086051375,0.075127766
2018,0.19043313,0.038834464,0.04089628,0.03161302,0.050093863,0.07783108,0.03207187,0.037375007,0.04060416,0.046652317,0.048293553,0.07206936,0.04034055,0.07377406,0.024170347,0.06322234,0.09172147
2019,0.1798054,0.045648206,0.062386557,0.053016085,0.10117927,0.02354866,0.036436938,0.036320355,0.04371408,0.042547945,0.028474221,0.09177936,0.026366461,0.0419056,0.057337936,0.07114087,0.058387008
2020,0.114217505,0.06344235,0.063351795,0.049909327,0.10756825,0.048031777,0.045216985,0.037546474,0.03349593,0.07187635,0.0263637,0.043869823,0.074727684,0.044399433,0.04095604,0.07455945,0.0604668
