Date,Settle
2012-12-18,99.835
2012-12-19,99.83
2012-12-20,99.83
2012-12-21,99.83
2012-12-27,99.82
2012-12-28,99.83
2013-01-02,99.825
2013-01-03,99.815
2013-01-04,99.795
2013-01-07,99.795
2013-01-08,99.805
2013-01-09,99.81
2013-01-10,99.785
2013-01-11,99.755
2013-01-14,99.745
2013-01-15,99.75
2013-01-16,99.765
2013-01-17,99.72
2013-01-18,99.72
2013-01-21,99.73
2013-01-22,99.74
2013-01-23,99.74
2013-01-24,99.725
2013-01-25,99.68
2013-01-28,99.685
2013-01-29,99.705
2013-01-30,99.7
2013-01-31,99.705
2013-02-01,99.72
2013-02-04,99.73
2013-02-05,99.73
2013-02-06,99.735
2013-02-07,99.745
2013-02-08,99.75
2013-02-11,99.745
2013-02-12,99.75
2013-02-13,99.745
2013-02-14,99.755
2013-02-15,99.76
2013-02-18,99.755
2013-02-19,99.755
2013-02-20,99.75
2013-02-21,99.76
2013-02-22,99.79
2013-02-25,99.79
2013-02-26,99.785
2013-02-27,99.79
2013-02-28,99.8
2013-03-01,99.805
2013-03-04,99.81
2013-03-05,99.805
2013-03-06,99.815
2013-03-07,99.79
2013-03-08,99.795
2013-03-11,99.795
2013-03-12,99.795
2013-03-13,99.795
2013-03-14,99.795
2013-03-15,99.795
2013-03-18,99.795
2013-03-19,99.7
2013-03-20,99.71
2013-03-21,99.715
2013-03-22,99.7
2013-03-25,99.725
2013-03-26,99.74
2013-03-27,99.73
2013-03-28,99.745
2013-04-02,99.775
2013-04-03,99.775
2013-04-04,99.795
2013-04-05,99.785
2013-04-08,99.775
2013-04-09,99.775
2013-04-10,99.775
2013-04-11,99.775
2013-04-12,99.785
2013-04-15,99.795
2013-04-16,99.795
2013-04-17,99.805
2013-04-18,99.81
2013-04-19,99.805
2013-04-22,99.81
2013-04-23,99.815
2013-04-24,99.82
2013-04-25,99.82
2013-04-26,99.82
2013-04-29,99.825
2013-04-30,99.82
2013-05-02,99.835
2013-05-03,99.815
2013-05-06,99.815
2013-05-07,99.8
2013-05-08,99.8
2013-05-09,99.8
2013-05-10,99.785
2013-05-13,99.785
2013-05-14,99.785
2013-05-15,99.8
2013-05-16,99.805
2013-05-17,99.81
2013-05-20,99.805
2013-05-21,99.805
2013-05-22,99.805
2013-05-23,99.8
2013-05-24,99.8
2013-05-27,99.8
2013-05-28,99.805
2013-05-29,99.8
2013-05-30,99.8
2013-05-31,99.805
2013-06-03,99.795
2013-06-04,99.8
2013-06-05,99.8
2013-06-06,99.79
2013-06-07,99.785
2013-06-10,99.785
2013-06-11,99.79
2013-06-12,99.785
2013-06-13,99.785
2013-06-14,99.79
2013-06-17,99.79
2013-06-18,99.755
2013-06-19,99.755
2013-06-20,99.72
2013-06-21,99.685
2013-06-24,99.63
2013-06-25,99.675
2013-06-26,99.715
2013-06-27,99.735
2013-06-28,99.73
2013-07-01,99.72
2013-07-02,99.735
2013-07-03,99.725
2013-07-04,99.765
2013-07-05,99.775
2013-07-08,99.775
2013-07-09,99.77
2013-07-10,99.76
2013-07-11,99.75
2013-07-12,99.75
2013-07-15,99.75
2013-07-16,99.755
2013-07-17,99.755
2013-07-18,99.765
2013-07-19,99.755
2013-07-22,99.745
2013-07-23,99.735
2013-07-24,99.735
2013-07-25,99.75
2013-07-26,99.75
2013-07-29,99.75
2013-07-30,99.755
2013-07-31,99.755
2013-08-01,99.76
2013-08-02,99.755
2013-08-05,99.755
2013-08-06,99.755
2013-08-07,99.755
2013-08-08,99.755
2013-08-09,99.76
2013-08-12,99.76
2013-08-13,99.745
2013-08-14,99.755
2013-08-15,99.75
2013-08-16,99.755
2013-08-19,99.755
2013-08-20,99.755
2013-08-21,99.755
2013-08-22,99.76
2013-08-23,99.755
2013-08-26,99.765
2013-08-27,99.765
2013-08-28,99.765
2013-08-29,99.765
2013-08-30,99.77
2013-09-02,99.77
2013-09-03,99.77
2013-09-04,99.775
2013-09-05,99.77
2013-09-06,99.77
2013-09-09,99.775
2013-09-10,99.775
2013-09-11,99.775
2013-09-12,99.775
2013-09-13,99.78
2013-09-16,99.78
2013-09-17,99.725
2013-09-18,99.72
2013-09-19,99.73
2013-09-20,99.725
2013-09-23,99.73
2013-09-24,99.735
2013-09-25,99.73
2013-09-26,99.73
2013-09-27,99.73
2013-09-30,99.73
2013-10-01,99.735
2013-10-02,99.735
2013-10-03,99.74
2013-10-04,99.73
2013-10-07,99.735
2013-10-08,99.715
2013-10-09,99.705
2013-10-10,99.72
2013-10-11,99.72
2013-10-14,99.72
2013-10-15,99.73
2013-10-16,99.73
2013-10-17,99.74
2013-10-18,99.74
2013-10-21,99.74
2013-10-22,99.745
2013-10-23,99.745
2013-10-24,99.735
2013-10-25,99.73
2013-10-28,99.73
2013-10-29,99.735
2013-10-30,99.74
2013-10-31,99.76
2013-11-01,99.77
2013-11-04,99.77
2013-11-05,99.765
2013-11-06,99.765
2013-11-07,99.79
2013-11-08,99.785
2013-11-11,99.78
2013-11-12,99.78
2013-11-13,99.78
2013-11-14,99.78
2013-11-15,99.78
2013-11-18,99.78
2013-11-19,99.77
2013-11-20,99.78
2013-11-21,99.78
2013-11-22,99.76
2013-11-25,99.76
2013-11-26,99.76
2013-11-27,99.76
2013-11-28,99.76
2013-11-29,99.76
2013-12-02,99.76
2013-12-03,99.755
2013-12-04,99.755
2013-12-05,99.74
2013-12-06,99.73
2013-12-09,99.73
2013-12-10,99.725
2013-12-11,99.72
2013-12-12,99.71
2013-12-13,99.71
2013-12-16,99.71
2013-12-17,99.68
2013-12-18,99.705
2013-12-19,99.725
2013-12-20,99.71
2013-12-23,99.71
2013-12-24,99.71
2013-12-27,99.725
2013-12-30,99.73
2014-01-02,99.725
2014-01-03,99.73
2014-01-06,99.725
2014-01-07,99.715
2014-01-08,99.695
2014-01-09,99.705
2014-01-13,99.705
2014-01-14,99.685
2014-01-15,99.675
2014-01-16,99.68
2014-01-17,99.7
2014-01-18,99.7
2014-01-20,99.705
2014-01-21,99.7
2014-01-22,99.7
2014-01-23,99.72
2014-01-24,99.71
2014-01-27,99.7
2014-01-28,99.71
2014-01-29,99.71
2014-01-30,99.725
2014-01-31,99.75
2014-02-03,99.75
2014-02-04,99.755
2014-02-05,99.75
2014-02-06,99.725
2014-02-07,99.735
2014-02-08,99.725
2014-02-09,99.725
2014-02-10,99.73
2014-02-11,99.73
2014-02-12,99.735
2014-02-13,99.745
2014-02-14,99.745
2014-02-15,99.725
2014-02-16,99.725
2014-02-17,99.74
2014-02-18,99.735
2014-02-19,99.745
2014-02-20,99.74
2014-02-21,99.74
2014-02-22,99.725
2014-02-23,99.725
2014-02-24,99.735
2014-02-25,99.735
2014-02-26,99.735
2014-02-27,99.74
2014-02-28,99.725
2014-03-01,99.725
2014-03-02,99.725
2014-03-03,99.725
2014-03-04,99.74
2014-03-05,99.73
2014-03-06,99.7
2014-03-07,99.68
2014-03-10,99.69
2014-03-11,99.695
2014-03-12,99.695
2014-03-13,99.7
2014-03-14,99.695
2014-03-17,99.695
2014-03-18,99.69
2014-03-19,99.685
2014-03-20,99.675
2014-03-21,99.665
2014-03-24,99.68
2014-03-25,99.7
2014-03-26,99.71
2014-03-27,99.725
2014-03-28,99.715
2014-03-31,99.71
2014-04-01,99.7
2014-04-02,99.705
2014-04-03,99.69
2014-04-04,99.7
2014-04-07,99.705
2014-04-08,99.705
2014-04-09,99.71
2014-04-10,99.72
2014-04-11,99.705
2014-04-14,99.715
2014-04-15,99.72
2014-04-16,99.71
2014-04-17,99.705
2014-04-22,99.7
2014-04-23,99.69
2014-04-24,99.685
2014-04-25,99.685
2014-04-28,99.685
2014-04-29,99.705
2014-04-30,99.715
2014-05-02,99.71
2014-05-05,99.715
2014-05-06,99.71
2014-05-07,99.71
2014-05-08,99.73
2014-05-09,99.725
2014-05-12,99.725
2014-05-13,99.73
2014-05-14,99.74
2014-05-15,99.755
2014-05-16,99.745
2014-05-19,99.74
2014-05-20,99.745
2014-05-21,99.74
2014-05-22,99.74
2014-05-23,99.745
2014-05-26,99.75
2014-05-27,99.75
2014-05-28,99.75
2014-05-29,99.75
2014-05-30,99.745
2014-06-02,99.75
2014-06-03,99.75
2014-06-04,99.76
2014-06-05,99.775
2014-06-06,99.755
2014-06-09,99.75
2014-06-10,99.75
2014-06-11,99.76
2014-06-12,99.765
2014-06-13,99.78
2014-06-16,99.835
2014-06-17,99.82
2014-06-18,99.815
2014-06-19,99.82
2014-06-20,99.81
2014-06-23,99.81
2014-06-24,99.815
2014-06-25,99.82
2014-06-26,99.825
2014-06-27,99.825
2014-06-30,99.82
2014-07-01,99.83
2014-07-02,99.825
2014-07-03,99.825
2014-07-04,99.825
