Trade Date,Settle
2012-09-28,33.85
2012-10-01,33.7
2012-10-02,33.7
2012-10-03,35.1
2012-10-04,34.3
2012-10-05,34.0
2012-10-08,34.35
2012-10-09,34.45
2012-10-10,35.15
2012-10-11,35.15
2012-10-12,34.7
2012-10-15,34.25
2012-10-16,34.2
2012-10-17,35.78
2012-10-18,34.1
2012-10-19,34.45
2012-10-22,35.0
2012-10-23,35.7
2012-10-24,35.0
2012-10-25,34.35
2012-10-26,33.9
2012-10-31,33.2
2012-11-01,32.5
2012-11-02,33.15
2012-11-05,32.9
2012-11-06,32.45
2012-11-07,34.65
2012-11-08,34.45
2012-11-09,33.35
2012-11-12,32.35
2012-11-13,32.8
2012-11-14,32.45
2012-11-15,31.85
2012-11-16,31.8
2012-11-19,30.75
2012-11-20,30.2
2012-11-21,30.02
2012-11-23,30.15
2012-11-26,29.9
2012-11-27,29.4
2012-11-28,29.3
2012-11-29,29.05
2012-11-30,28.5
2012-12-03,28.3
2012-12-04,28.6
2012-12-05,28.75
2012-12-06,29.55
2012-12-07,29.65
2012-12-10,29.4
2012-12-11,28.9
2012-12-12,29.25
2012-12-13,29.75
2012-12-14,29.65
2012-12-17,29.25
2012-12-18,28.65
2012-12-19,28.34
2012-12-20,28.8
2012-12-21,29.8
2012-12-24,29.3
2012-12-26,29.0
2012-12-27,28.9
2012-12-28,29.25
2012-12-31,28.7
2013-01-02,27.85
2013-01-03,27.5
2013-01-04,26.9
2013-01-07,25.85
2013-01-08,25.45
2013-01-09,25.3
2013-01-10,25.4
2013-01-11,25.4
2013-01-14,26.15
2013-01-15,26.3
2013-01-16,25.24
2013-01-17,26.9
2013-01-18,25.25
2013-01-22,24.0
2013-01-23,24.6
2013-01-24,24.3
2013-01-25,24.3
2013-01-28,24.45
2013-01-29,24.3
2013-01-30,24.2
2013-01-31,24.05
2013-02-01,23.8
2013-02-04,24.45
2013-02-05,23.8
2013-02-06,23.9
2013-02-07,23.8
2013-02-08,23.65
2013-02-11,22.45
2013-02-12,21.1
2013-02-13,25.24
2013-02-14,22.9
2013-02-15,24.15
2013-02-19,23.85
2013-02-20,25.1
2013-02-21,26.7
2013-02-22,25.4
2013-02-25,26.15
2013-02-26,26.65
2013-02-27,25.4
2013-02-28,25.05
2013-03-01,25.25
2013-03-04,25.35
2013-03-05,24.1
2013-03-06,24.1
2013-03-07,23.0
2013-03-08,22.95
2013-03-11,21.85
2013-03-12,21.4
2013-03-13,21.45
2013-03-14,20.8
2013-03-15,20.35
2013-03-18,20.45
2013-03-19,21.6
2013-03-20,20.73
2013-03-21,22.5
2013-03-22,22.15
2013-03-25,21.5
2013-03-26,20.45
2013-03-27,20.4
2013-03-28,20.45
2013-04-01,20.6
2013-04-02,20.85
2013-04-03,22.35
2013-04-04,22.7
2013-04-05,22.4
2013-04-08,21.75
2013-04-09,21.25
2013-04-10,21.1
2013-04-11,21.6
2013-04-12,22.75
2013-04-15,28.35
2013-04-16,26.85
2013-04-17,28.27
2013-04-18,27.45
2013-04-19,27.35
2013-04-22,25.95
2013-04-23,25.35
2013-04-24,24.55
2013-04-25,24.15
2013-04-26,24.1
2013-04-29,24.2
2013-04-30,24.9
2013-05-01,26.35
2013-05-02,25.4
2013-05-03,25.1
2013-05-06,25.25
2013-05-07,24.9
2013-05-08,23.9
2013-05-09,24.35
2013-05-10,24.05
2013-05-13,24.5
2013-05-14,24.65
2013-05-15,24.65
2013-05-16,25.0
2013-05-17,24.15
2013-05-20,23.85
2013-05-21,23.6
2013-05-22,24.01
2013-05-23,24.75
2013-05-24,24.5
2013-05-28,23.9
2013-05-29,24.75
2013-05-30,24.95
2013-05-31,25.3
2013-06-03,25.1
2013-06-04,25.2
2013-06-05,25.1
2013-06-06,24.6
2013-06-07,23.35
2013-06-10,22.5
2013-06-11,22.6
2013-06-12,23.2
2013-06-13,22.1
2013-06-14,21.95
2013-06-17,21.8
2013-06-18,21.65
2013-06-19,21.1
2013-06-20,26.45
2013-06-21,26.4
2013-06-24,25.6
2013-06-25,25.15
2013-06-26,24.65
2013-06-27,24.5
2013-06-28,24.25
2013-07-01,23.4
2013-07-02,23.65
2013-07-03,25.5
2013-07-05,26.0
2013-07-08,24.65
2013-07-09,25.45
2013-07-10,26.0
2013-07-11,25.2
2013-07-12,25.0
2013-07-15,24.05
2013-07-16,24.55
2013-07-17,25.36
2013-07-18,24.25
2013-07-19,24.45
2013-07-22,24.7
2013-07-23,24.65
2013-07-24,25.05
2013-07-25,24.8
2013-07-26,24.65
2013-07-29,23.95
2013-07-30,24.3
2013-07-31,24.25
2013-08-01,23.55
2013-08-02,23.5
2013-08-05,23.6
2013-08-06,23.5
2013-08-07,23.3
2013-08-08,23.2
2013-08-09,23.5
2013-08-12,23.4
2013-08-13,23.7
2013-08-14,24.0
2013-08-15,24.95
2013-08-16,24.75
2013-08-19,24.05
2013-08-20,24.35
2013-08-21,24.71
2013-08-22,25.15
2013-08-23,24.45
2013-08-26,24.5
2013-08-27,26.0
2013-08-28,27.4
2013-08-29,27.45
2013-08-30,27.75
2013-09-03,28.35
2013-09-04,28.45
2013-09-05,27.55
2013-09-06,28.15
2013-09-09,28.0
2013-09-10,27.3
2013-09-11,25.35
2013-09-12,24.9
2013-09-13,24.85
2013-09-16,24.2
2013-09-17,24.1
2013-09-18,23.35
2013-09-19,23.65
2013-09-20,23.7
2013-09-23,23.5
2013-09-24,23.4
2013-09-25,23.55
2013-09-26,23.3
2013-09-27,23.05
2013-09-30,23.2
2013-10-01,23.0
2013-10-02,22.35
2013-10-03,22.5
2013-10-04,22.3
2013-10-07,22.2
2013-10-08,22.35
2013-10-09,23.75
2013-10-10,23.5
2013-10-11,22.85
2013-10-14,22.8
2013-10-15,23.6
2013-10-16,24.03
2013-10-17,22.85
2013-10-18,22.1
2013-10-21,22.0
2013-10-22,22.3
2013-10-23,23.75
2013-10-24,23.0
2013-10-25,21.95
2013-10-28,21.65
2013-10-29,21.65
2013-10-30,21.9
2013-10-31,21.95
2013-11-01,22.5
2013-11-04,22.55
2013-11-05,22.85
2013-11-06,22.25
2013-11-07,22.05
2013-11-08,21.05
2013-11-11,20.6
2013-11-12,21.4
2013-11-13,20.8
2013-11-14,21.1
2013-11-15,20.55
2013-11-18,20.45
2013-11-19,20.3
2013-11-20,19.59
2013-11-21,20.95
2013-11-22,20.6
2013-11-25,20.55
2013-11-26,20.4
2013-11-27,21.2
2013-11-29,20.9
2013-12-02,20.75
2013-12-03,19.85
2013-12-04,19.45
2013-12-05,18.85
2013-12-06,18.4
2013-12-09,18.25
2013-12-10,18.25
2013-12-11,18.1
2013-12-12,18.45
2013-12-13,18.9
2013-12-16,18.3
2013-12-17,18.25
2013-12-18,17.5
2013-12-19,19.35
2013-12-20,19.1
2013-12-23,18.5
2013-12-24,18.15
2013-12-26,17.4
2013-12-27,17.2
2013-12-30,17.15
2013-12-31,18.3
2014-01-02,20.55
2014-01-03,21.1
2014-01-06,21.0
2014-01-07,20.35
2014-01-08,20.75
2014-01-09,20.65
2014-01-10,20.85
2014-01-13,21.25
2014-01-14,21.2
2014-01-15,20.15
2014-01-16,19.8
2014-01-17,18.9
2014-01-21,18.85
2014-01-22,18.17
2014-01-23,19.85
2014-01-24,20.45
2014-01-27,21.05
2014-01-28,21.0
2014-01-29,20.9
2014-01-30,20.55
2014-01-31,21.2
2014-02-03,21.8
2014-02-04,21.85
2014-02-05,21.4
2014-02-06,20.45
2014-02-07,20.0
2014-02-10,19.95
2014-02-11,19.9
2014-02-12,20.15
2014-02-13,19.9
2014-02-14,19.55
2014-02-18,18.6
2014-02-19,18.59
2014-02-20,18.75
2014-02-21,19.05
2014-02-24,18.8
2014-02-25,19.35
2014-02-26,19.2
2014-02-27,19.4
2014-02-28,19.5
2014-03-03,20.6
2014-03-04,20.1
2014-03-05,20.6
2014-03-06,20.7
2014-03-07,21.05
2014-03-10,21.25
2014-03-11,21.4
2014-03-12,21.65
2014-03-13,21.9
2014-03-14,22.9
2014-03-17,21.15
2014-03-18,20.91
2014-03-19,20.9
2014-03-20,20.35
2014-03-21,20.3
2014-03-24,19.95
2014-03-25,19.9
2014-03-26,20.0
2014-03-27,20.2
2014-03-28,20.2
2014-03-31,19.8
2014-04-01,20.3
2014-04-02,20.6
2014-04-03,19.75
2014-04-04,19.8
2014-04-07,19.6
2014-04-08,19.7
2014-04-09,19.35
2014-04-10,19.65
2014-04-11,19.25
2014-04-14,19.25
2014-04-15,19.1
2014-04-16,18.99
2014-04-17,19.8
2014-04-21,19.1
2014-04-22,19.2
2014-04-23,19.05
2014-04-24,19.1
2014-04-25,19.45
2014-04-28,19.5
2014-04-29,19.4
2014-04-30,19.75
2014-05-01,19.35
2014-05-02,18.95
2014-05-05,19.15
2014-05-06,18.85
2014-05-07,18.75
2014-05-08,18.8
2014-05-09,18.65
2014-05-12,18.05
2014-05-13,18.05
2014-05-14,18.2
2014-05-15,17.6
2014-05-16,16.85
2014-05-19,16.55
2014-05-20,16.45
2014-05-21,16.17
2014-05-22,17.35
2014-05-23,17.25
2014-05-27,16.9
2014-05-28,17.0
2014-05-29,16.85
2014-05-30,16.9
2014-06-02,16.55
2014-06-03,16.55
2014-06-04,16.3
2014-06-05,16.4
2014-06-06,16.0
2014-06-09,15.8
2014-06-10,16.05
2014-06-11,16.1
2014-06-12,18.9
2014-06-13,19.45
2014-06-16,19.5
2014-06-17,18.0
2014-06-18,18.11
2014-06-19,19.0
2014-06-20,19.95
2014-06-23,19.6
2014-06-24,19.05
2014-06-25,18.9
2014-06-26,18.55
2014-06-27,18.2
2014-06-30,18.1
2014-07-01,17.75
2014-07-02,17.05
2014-07-03,16.95
2014-07-07,16.65
2014-07-08,16.95
2014-07-09,17.2
2014-07-10,17.35
2014-07-11,18.4
2014-07-14,18.65
2014-07-15,18.4
2014-07-16,18.08
2014-07-17,18.3
2014-07-18,17.9
2014-07-21,17.4
2014-07-22,17.5
2014-07-23,17.45
2014-07-24,16.9
2014-07-25,17.65
2014-07-28,17.5
2014-07-29,17.8
2014-07-30,18.15
2014-07-31,19.25
2014-08-01,19.75
2014-08-04,19.85
2014-08-05,19.6
2014-08-06,19.3
2014-08-07,19.3
2014-08-08,19.4
2014-08-11,18.2
2014-08-12,18.25
2014-08-13,18.55
2014-08-14,18.65
2014-08-15,19.05
2014-08-18,19.75
2014-08-19,19.6
2014-08-20,19.53
2014-08-21,19.5
2014-08-22,19.05
2014-08-25,18.55
2014-08-26,18.6
2014-08-27,18.6
2014-08-28,18.65
2014-08-29,18.55
2014-09-02,19.25
2014-09-03,19.35
2014-09-04,19.35
2014-09-05,19.2
2014-09-08,20.05
2014-09-09,19.9
2014-09-10,20.5
2014-09-11,20.7
2014-09-12,20.15
2014-09-15,20.55
2014-09-16,19.2
2014-09-17,19.28
2014-09-18,19.4
2014-09-19,19.95
2014-09-22,20.15
2014-09-23,20.8
2014-09-24,20.4
2014-09-25,20.9
2014-09-26,21.25
2014-09-29,20.9
2014-09-30,21.85
2014-10-01,22.65
2014-10-02,23.45
2014-10-03,24.1
2014-10-06,24.55
2014-10-07,25.0
2014-10-08,25.45
2014-10-09,27.8
2014-10-10,30.15
2014-10-13,31.05
2014-10-14,34.85
2014-10-15,35.4
2014-10-16,33.8
2014-10-17,31.7
2014-10-20,29.95
2014-10-21,27.35
2014-10-22,28.1
2014-10-23,27.5
2014-10-24,29.15
2014-10-27,29.75
2014-10-28,29.0
2014-10-29,28.4
2014-10-30,29.65
2014-10-31,30.1
2014-11-03,30.0
2014-11-04,31.5
2014-11-05,30.9
2014-11-06,30.55
2014-11-07,30.4
2014-11-10,29.5
2014-11-11,30.35
2014-11-12,30.75
2014-11-13,32.4
2014-11-14,32.5
2014-11-17,33.7
2014-11-18,33.6
2014-11-19,44.9
2014-11-20,31.0
2014-11-21,31.8
2014-11-24,33.05
2014-11-25,33.85
2014-11-26,32.75
2014-11-28,33.8
2014-12-01,34.25
2014-12-02,35.05
2014-12-03,34.1
2014-12-04,34.05
2014-12-05,33.1
2014-12-08,36.85
2014-12-09,36.3
2014-12-10,38.35
2014-12-11,41.0
2014-12-12,47.05
2014-12-15,52.6
2014-12-16,55.4
2014-12-17,45.15
2014-12-18,46.2
2014-12-19,47.65
2014-12-22,48.92
2014-12-23,49.72
2014-12-24,51.65
2014-12-26,52.0
2014-12-29,50.875
2014-12-30,49.1
2014-12-31,48.525
2015-01-02,48.5
2015-01-05,51.95
2015-01-06,52.55
2015-01-07,50.85
2015-01-08,49.45
2015-01-09,49.425
2015-01-12,50.625
2015-01-13,52.45
2015-01-14,52.25
2015-01-15,56.225
2015-01-16,56.275
2015-01-20,58.95
2015-01-21,50.475
2015-01-22,50.95
2015-01-23,51.5
2015-01-26,53.025
2015-01-27,51.475
2015-01-28,52.6
2015-01-29,52.4
2015-01-30,53.0
2015-02-02,54.25
2015-02-03,55.45
2015-02-04,59.175
2015-02-05,59.125
2015-02-06,59.45
2015-02-09,56.35
2015-02-10,58.175
2015-02-11,59.675
2015-02-12,58.25
2015-02-13,57.35
2015-02-17,57.325
2015-02-18,49.825
2015-02-19,51.625
2015-02-20,51.1
2015-02-23,52.625
2015-02-24,52.6
2015-02-25,51.9
2015-02-26,52.05
2015-02-27,52.025
2015-03-02,51.625
2015-03-03,51.075
2015-03-04,49.9
2015-03-05,47.125
2015-03-06,49.0
2015-03-09,48.675
2015-03-10,50.425
2015-03-11,50.625
2015-03-12,50.325
2015-03-13,52.825
2015-03-16,58.525
2015-03-17,59.75
2015-03-18,53.025
2015-03-19,52.65
2015-03-20,51.45
2015-03-23,50.425
2015-03-24,49.475
2015-03-25,48.875
2015-03-26,49.75
2015-03-27,50.15
2015-03-30,50.475
2015-03-31,51.95
2015-04-01,50.9
2015-04-02,50.5
2015-04-06,49.55
2015-04-07,47.4
2015-04-08,48.8
2015-04-09,47.725
2015-04-10,46.3
2015-04-13,45.05
2015-04-14,45.5
2015-04-15,42.0
2015-04-16,42.075
2015-04-17,41.425
2015-04-20,41.225
2015-04-21,40.825
2015-04-22,39.65
2015-04-23,37.4
2015-04-24,36.05
2015-04-27,35.25
2015-04-28,35.675
2015-04-29,35.975
2015-04-30,36.125
2015-05-01,36.15
2015-05-04,36.4
2015-05-05,35.95
2015-05-06,36.15
2015-05-07,36.85
2015-05-08,35.925
2015-05-11,35.45
2015-05-12,34.8
2015-05-13,34.375
2015-05-14,33.75
2015-05-15,30.775
2015-05-18,30.7
2015-05-19,34.5
2015-05-20,34.5
