,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96
2021,0.2952781,0.12126044,0.11832924,0.11467316,0.100889154,0.07345997,0.066375695,0.10975033
2022,0.1964666,0.15242521,0.14985234,0.12610734,0.11212904,0.08239226,0.11900274,0.061611637
