date,t,cp_location,cp_location_norm,cp_score
1995-10-23,126,9.903670600233029e-307,1.0,nan
1995-10-24,127,41.687806201960846,0.6770809031590408,0.9972774929525579
1995-10-25,128,41.681339562910026,0.6850687336276982,0.9976343711424255
1995-10-26,129,101.04898112226316,0.22183348315664161,0.9999999772696951
1995-10-27,130,101.0168676927347,0.2300248595814706,0.9999999886420731
1995-10-30,131,128.36400158606682,0.020920622332803018,0.9999999999863146
1995-10-31,132,101.30439648079796,0.24361590094604793,0.9999999988814559
1995-11-01,133,101.01891960118996,0.25381809840325426,0.9999999988525248
1995-11-02,134,101.00585912508285,0.2618582609120409,0.9999999975923173
1995-11-03,135,101.00982806600304,0.2697632693174362,0.9999999964153546
1995-11-06,136,101.29588884348463,0.2754294536231378,0.9999999914236658
1995-11-07,137,101.01357387493465,0.2856065565481377,0.9999999826570491
1995-11-08,138,101.01746051289138,0.29351221815165573,0.9999999921067815
1995-11-09,139,101.10679754235404,0.30073970204480915,0.9999999860856766
1995-11-10,140,101.03829851550333,0.3092198530515609,0.9999999893107181
1995-11-13,141,128.43233040775073,0.09974340946229583,0.9999999995979915
1995-11-14,142,101.00786309858631,0.32533441985248956,0.9999999814331676
1995-11-15,143,128.3056338977632,0.11662195319235566,0.9999999987470108
1995-11-16,144,128.03719422475956,0.12668893472413048,0.9999999996776319
1995-11-17,145,128.03242418467622,0.13466330012161734,0.9999999993170045
1995-11-20,146,128.01023999625636,0.14277587304558445,0.9999999983049179
1995-11-21,147,128.2706935680531,0.1486452891424357,0.9999999959491929
1995-11-22,148,128.0144590675984,0.15861540422540946,0.9999999916955178
1995-11-24,149,101.01765722204608,0.3808122442694755,0.9999998884689405
1995-11-27,150,101.00749008747493,0.38882944375019896,0.9999999000437249
1995-11-28,151,101.02076105537954,0.3966606265446068,0.9999998208745384
1995-11-29,152,128.0220990835498,0.190300800924208,0.9999999669839046
1995-11-30,153,116.08817724404312,0.292950974253626,0.9999980170769929
1995-12-01,154,116.01873503047577,0.30143861086923995,0.9999962057210504
1995-12-04,155,128.0585830945309,0.21382076909102468,0.9999997639960182
1995-12-05,156,128.00792011225872,0.2221593641884229,0.999999537422875
1995-12-06,157,116.05167546838454,0.3249867026318687,0.999982407608361
1995-12-07,158,128.27813521674346,0.23588781574013123,0.9999980159146332
1995-12-08,159,128.01845801593043,0.24588525384182194,0.9999967686135718
1995-12-11,160,128.03405410989,0.2536979832548412,0.9999949432390256
1995-12-12,161,116.03789202101953,0.3568421268173053,0.999887908052018
1995-12-13,162,116.05364328138486,0.3646536247509138,0.9998122844846252
1995-12-14,163,128.01189196668443,0.2776833970898061,0.9999738993408086
1995-12-15,164,101.01924890010447,0.4998472309515518,0.9999240452325782
1995-12-18,165,101.3199616535563,0.5053971297336801,0.9998584428954261
1995-12-19,166,126.05722106683919,0.31700618200921277,0.9999999999973512
1995-12-20,167,126.03252233875727,0.3251387115971645,0.999999999995487
1995-12-21,168,126.01603038203588,0.3332061080790803,0.9999999999923425
1995-12-22,169,116.00571820080965,0.4205895380888123,0.9999999999805177
1995-12-26,170,116.06360153418707,0.4280666544905788,0.999999999955663
1995-12-27,171,116.07348345694099,0.4359247344687223,0.9999999999010307
1995-12-28,172,101.03178650366334,0.5632397896534656,1.0
1995-12-29,173,125.94469459031711,0.3734548048387531,0.9999999995371303
1996-01-02,174,116.37121618194413,0.4573713001433005,0.9999999991393284
1996-01-03,175,116.01184088988653,0.4681599929374085,0.9999999984920825
1996-01-04,176,125.90112634455072,0.3976101083765816,0.9999999968805875
1996-01-05,177,125.88338924596945,0.4056873869367504,0.9999999936701485
1996-01-08,178,116.01907281170078,0.4919121205420573,0.9999999952794193
1996-01-09,179,101.01021221792342,0.6189665696990204,1.0
1996-01-10,180,101.2933844767193,0.6246556787561961,1.0
1996-01-11,181,125.50531513379646,0.4404340068746313,0.9999999707556323
1996-01-12,182,125.81593376790696,0.445905287556294,0.9999999488162955
1996-01-15,183,125.80523075837931,0.45392674001286265,0.9999999092736264
1996-01-16,184,125.79904041163144,0.4619123776854648,0.9999998413402842
1996-01-17,185,125.77055521682665,0.47007495859661386,0.9999997482823128
1996-01-18,186,125.4202094713361,0.4807919883227294,0.9999995927144889
1996-01-19,187,125.7335200330397,0.48624190449968496,0.9999993246198637
1996-01-22,188,101.01410534778107,0.6903642432715789,1.0
1996-01-23,189,125.71437249756858,0.502266884939932,0.9999986547246679
1996-01-24,190,101.06114335902447,0.7058639415950438,1.0
1996-01-25,191,101.02824076878062,0.7140615812001538,1.0
1996-01-26,192,116.00883797911311,0.6031044604832293,0.999994564733722
1996-01-29,193,155.48753037735793,0.29771801287811167,0.9250763982992075
1996-01-30,194,144.96414979475088,0.38917341432737396,0.9293882796868125
1996-01-31,195,144.95179487662855,0.39720797716961465,0.9466337579117524
1996-02-01,196,144.95367477514193,0.40512956527665134,0.9594648202012093
1996-02-02,197,167.13708999729351,0.23700722224370227,0.9999998266618579
1996-02-05,198,135.67293959369584,0.4946592095738425,0.6700836187520773
1996-02-06,199,138.7571913925377,0.47811752863065327,0.8218592837643379
1996-02-07,200,135.658243626243,0.5106488601091825,0.7343158369361478
1996-02-08,201,135.6788053391404,0.518422179848092,0.7678775035851594
1996-02-09,202,144.9832273723352,0.4525140684735302,0.9951006366129067
1996-02-12,203,144.70082250040844,0.4626918849173934,0.9966034821259431
1996-02-13,204,144.93472441080286,0.4687720284856916,0.9977823132224029
1996-02-14,205,144.93277904601297,0.4767239758252939,0.9985086437150189
