,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,rsi_7,rsi_14,rsi_21,k_14,k_21,volume_change,vwap_change
2021,0.26856175,0.06897534,0.06230766,0.078793965,0.1088889,0.0687237,0.048921667,0.069592565,0.021850452,0.021704398,0.03315806,0.019399421,0.026133437,0.021259155,0.0817326
2022,0.12531944,0.09735796,0.07974703,0.08518385,0.12065269,0.05796061,0.09352513,0.039131768,0.010488059,0.044629406,0.020903336,0.058235876,0.02117983,0.06366152,0.08203408
