,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96
2021,0.14478713,0.11305553,0.12520334,0.12902924,0.21194664,0.17340097,0.063183635,0.039431423
2022,0.13088721,0.12631175,0.1623002,0.14582491,0.16323674,0.09861834,0.074376516,0.09844359
