,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,cp_score_126,cp_rl_126,cp_score_21,cp_rl_21,rsi_7,rsi_14,rsi_21,k_14,k_21
2016,0.23822728,0.024427671,0.09347087,0.062133394,0.0762726,0.02979534,0.024041766,0.026470182,0.012994257,0.108326346,0.018837968,0.020942334,0.06157199,0.035761613,0.059282888,0.05780672,0.049631685
2017,0.25110435,0.039885554,0.057147183,0.028571345,0.06247189,0.0573328,0.04464591,0.025054894,0.03931104,0.02945441,0.018707367,0.031070061,0.09215116,0.02945288,0.06938251,0.0690718,0.055176187
2018,0.2771455,0.033320505,0.06372885,0.039008304,0.052690275,0.021573815,0.055698976,0.017495425,0.034243897,0.053380415,0.033970017,0.062593974,0.026859786,0.05241935,0.061218154,0.0525852,0.062064752
2019,0.24527648,0.06748414,0.055200115,0.065501645,0.06418001,0.030636333,0.032098543,0.010638826,0.02553247,0.06863782,0.024028782,0.04113582,0.07083056,0.061887804,0.050805125,0.036421347,0.049691875
2020,0.28360084,0.053894542,0.06831373,0.06494819,0.06472249,0.046171244,0.046917878,0.028241513,0.0036708177,0.053171534,0.0058518196,0.067115046,0.06401024,0.051687144,0.027686028,0.01625388,0.053737465
